stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening D:\清大\大一下\程設二\mini project 2\mini project 2\TowerDefense\bin\Debug\allegro5.cfg r
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13843] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13844] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13845] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13846] added dtor for sample_instance 0000000002C51250, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13847] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13848] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13849] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13851] added dtor for sample_instance 0000000002C51A30, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13852] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13853] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13853] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13855] added dtor for sample_instance 0000000002C51370, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13856] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13857] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13857] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13859] added dtor for sample_instance 0000000002C54BB0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13860] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13861] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13861] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13863] added dtor for sample_instance 0000000002C52690, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13863] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13864] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13865] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13866] added dtor for sample_instance 0000000002C55270, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13867] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13868] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13869] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13872] added dtor for sample_instance 0000000002C532F0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13873] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13874] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13875] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13877] added dtor for sample_instance 0000000002C539B0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13878] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13878] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13879] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13880] added dtor for sample_instance 0000000002C54970, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13881] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13882] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13883] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13884] added dtor for sample_instance 0000000002C53BF0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13885] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13886] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13887] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13888] added dtor for sample_instance 0000000002C53770, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13889] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13890] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13891] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13892] added dtor for sample_instance 0000000002C53650, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13893] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13894] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13895] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13896] added dtor for sample_instance 0000000002C55390, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13897] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13898] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13898] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13900] added dtor for sample_instance 0000000002C54F10, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13901] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13901] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13902] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13905] added dtor for sample_instance 0000000002C51490, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13906] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13906] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13907] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13908] added dtor for sample_instance 0000000002C51B50, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13910] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13910] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13911] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13913] added dtor for sample_instance 0000000002C54190, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13914] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13914] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13915] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13916] added dtor for sample_instance 0000000002C51EB0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13917] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13918] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13918] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13920] added dtor for sample_instance 0000000002C556F0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13921] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13922] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13922] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13924] added dtor for sample_instance 0000000002C53530, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13925] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13926] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13926] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13928] added dtor for sample_instance 0000000002C53890, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13929] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13929] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13930] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13931] added dtor for sample_instance 0000000002C530B0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13933] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13933] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13934] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13936] added dtor for sample_instance 0000000002C554B0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13937] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13937] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13938] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13939] added dtor for sample_instance 0000000002C54DF0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13940] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13941] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13942] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13943] added dtor for sample_instance 0000000002C53AD0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13944] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13945] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13945] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13948] added dtor for sample_instance 0000000002C544F0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13949] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13950] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13951] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13952] added dtor for sample_instance 0000000002C529F0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13953] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13954] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13954] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13956] added dtor for sample_instance 0000000002C54850, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13958] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13959] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13960] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13961] added dtor for sample_instance 0000000002C528D0, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13963] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13963] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13964] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13966] added dtor for sample_instance 0000000002C53D10, func 0000000061BE32C3
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13967] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13967] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13968] 
